original_title,id,original_language,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,summary_length,Unnamed: 15,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Knowing,13811,en,314.469,2009-03-19,6.1,4067,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",teacher open time capsule ha dug son elementary school chilling prediction already occurred others lead believe family play role event unfold,155446362,121.0,What happens when the numbers run out?,275,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Monster Pets: A Hotel Transylvania Short,813258,en,307.614,2021-04-02,7.5,254,"['Animation', 'Comedy', 'Fantasy']",try new monster pet help occupy playtime,0,6.0,,73,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Notice,512195,en,282.641,2021-11-05,7.4,19,"['Action', 'Comedy', 'Crime', 'Thriller']",interpol issued global alert hunt capture world wanted daring heist brings together top profiler two rival criminal telling happen,0,116.0,Pro and cons.,217,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
るろうに剣心 最終章 The Beginning,672322,ja,310.225,2021-06-04,7.9,202,"['Action', 'Adventure', 'Drama']",wa protector wa fearsome assassin known meet gentle beautiful young woman carry huge burden heart life change forever,0,138.0,,213,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,592350,ja,326.465,2019-12-20,8.5,816,"['Animation', 'Action', 'Fantasy', 'Adventure']",class visit finally get real hero work place peaceful like vacation attacked villain unfathomable power eerily familiar look like hand plan retired citizen life line time question friend next generation hero island hope,29900850,104.0,,465,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sharkdog’s Fintastic Halloween,878962,en,261.208,2021-10-15,3.7,3,"['Animation', 'Fantasy', 'Family']",get ready spooky legend must save trick treating slimy sea monster,0,24.0,,152,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Under Wraps,763873,en,273.852,2021-10-01,7.1,41,"['Comedy', 'Family', 'Fantasy']",three friend try save mummified friend greedy criminal returning resting place midnight,0,91.0,,147,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,843906,en,310.694,2021-09-14,8.3,221,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']",tail strange object strange hometown gang soon find contending giant cicada monster winged warrior,0,72.0,Ooga! Booga! Booga!,218,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Raya and the Last Dragon,527774,en,308.607,2021-03-03,8.1,4514,"['Family', 'Fantasy', 'Animation', 'Action', 'Adventure']",long ago fantasy world human dragon lived together harmony evil force threatened land dragon sacrificed save humanity year later evil ha returned lone warrior track legendary last dragon restore fractured land divided people,130000000,107.0,A quest to save her world.,366,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Avengers: Infinity War,299536,en,307.188,2018-04-25,8.3,23027,"['Adventure', 'Action', 'Science Fiction']",ally continued protect world threat large one hero handle new danger ha emerged cosmic shadow despot intergalactic infamy goal collect six artifact unimaginable power use inflict twisted reality everything fought ha led moment fate existence ha never uncertain,2046239637,149.0,An entire universe. Once and for all.,490,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
After We Collided,613504,en,299.644,2020-09-02,7.3,4262,"['Romance', 'Drama']",find struggling complicated relationship face dilemma could change life forever,42000000,105.0,Can love overcome the past?,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ava,539885,en,302.664,2020-07-02,5.7,1785,"['Action', 'Crime', 'Drama', 'Thriller']",black ops assassin forced fight survival job go dangerously wrong,2987741,96.0,Kill. Or be killed.,96,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
My Little Pony: A New Generation,597316,en,316.848,2021-09-23,8.1,131,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Music', 'Adventure']",divided bright eyed hero belief pal hoof heart determined prove,0,91.0,Ride or Fly,153,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Black Water: Abyss,522444,en,274.301,2020-07-09,5.1,284,"['Horror', 'Thriller', 'Adventure', 'Mystery']",adventure loving couple convince friend explore remote uncharted cave system forest tropical storm approaching abseil mouth cave cave start flood tension rise oxygen level fall friend find trapped storm ha also brought pack dangerous hungry crocodile,0,98.0,Descend into fear,407,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
We Broke Up,680319,en,272.144,2021-04-23,5.7,12,['Comedy'],break right sister wedding decide pretend still together weekend disrupt fun,0,82.0,,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Hunter,458576,en,273.173,2020-12-03,6.9,2236,"['Action', 'Fantasy', 'Adventure']",portal transport elite unit soldier strange world powerful monster rule deadly ferocity faced relentless danger team encounter mysterious hunter may hope find way home,25814306,104.0,"Behind our world, there is another.",249,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chacun chez soi,613583,fr,257.834,2021-06-02,5.4,27,['Comedy'],happily married many year spent year travelling abroad since sold business ha busy bonsai tree keep postponing big trip thing go bad worse year old broke daughter boyfriend lose apartment come knocking door stay mid life crisis spinning control couch surfing daughter partner getting increasingly invasive stay becoming indefinite try everything kick parental home get life back track,0,83.0,,613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After.Life,36419,en,387.777,2009-11-07,6.1,803,"['Drama', 'Horror', 'Mystery', 'Thriller']",following terrible car crash woman awakes find enigmatic mortician preparing burial,3606395,104.0,Life is the symptom. Death is the cure.,103,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
The Unholy,632357,en,263.412,2021-03-31,6.9,1410,['Horror'],young hearing impaired girl supposed visitation inexplicably able hear speak heal sick word spread people near far flock witness miracle disgraced journalist hoping revive career visit small town investigate terrifying event begin happen around start question phenomenon work something much sinister,30763855,99.0,Be careful who you pray to.,481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swim,861057,en,273.818,2021-08-13,7.4,16,"['Horror', 'Action']",family get trapped storm flooded vacation rental try escape hungry shark made way house,0,87.0,,132,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kate,597891,en,270.225,2021-09-10,6.8,740,"['Action', 'Thriller']",irreversibly poisoned ruthless criminal operative ha le hour exact revenge enemy process form unexpected bond daughter one past victim,0,106.0,There's no time for mercy.,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Simpsons: The Good, the Bart, and the Loki",846214,en,276.105,2021-07-07,7.6,431,"['Animation', 'Comedy', 'Family']",banished must face toughest opponent yet mightiest hero team ultimate crossover event paying tribute superheroes villain,0,6.0,,286,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ron's Gone Wrong,482321,en,287.164,2021-10-15,7.3,41,"['Animation', 'Science Fiction', 'Family', 'Comedy']",world walking talking digitally connected bot become child best friend year old find robot buddy quite work others,46000000,106.0,Best Friend Forever* (*battery life may vary),184,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Croods: A New Age,529203,en,277.639,2020-11-25,7.6,2621,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",searching safer habitat prehistoric family discovers idyllic walled paradise meet need must also learn live family couple step croods evolutionary ladder tension new neighbor start rise new threat soon propels clan epic adventure force embrace difference draw strength one another survive together,168285000,95.0,The future ain't what it used to be.,487,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
El mesero,678580,es,249.461,2021-07-15,8.3,286,['Comedy'],waiter pretend important businessman order reach upper class entrepreneurial dream,0,86.0,,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Hard,734265,en,279.451,2021-11-05,6.6,170,"['Comedy', 'Romance']",girl unlucky love fall guy dating app decides surprise discover catfished object affection actually life town guy duped offer set pretend girlfriend holiday,0,105.0,A romantic comedy about the lies we tell for love.,331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Encanto,568124,en,265.395,2021-11-24,0.0,0,"['Family', 'Music', 'Adventure', 'Animation', 'Fantasy']",tale extraordinary family live hidden mountain magical house vibrant town wondrous charmed place called magic ha blessed every child family unique gift super strength power heal every child except one discovers magic surrounding danger decides ordinary might exceptional family last hope,0,99.0,There's a little magic in all of us ...almost all of us.,520,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Hacksaw Ridge,324786,en,233.039,2016-10-07,8.2,10136,"['Drama', 'History', 'War']",wwii american served refuse kill people becomes first history receive,175302354,139.0,One of the greatest heroes in American history never fired a bullet.,215,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ブライト: サムライソウル,839100,ja,240.726,2021-10-12,6.2,22,"['Animation', 'Action', 'Fantasy']",orc work bring young elf girl wand carry land elf north,0,80.0,,128,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
劇場版 NARUTO -ナルト- 疾風伝,20982,ja,262.861,2007-08-04,7.3,382,"['Animation', 'Action', 'Fantasy']",demon almost destroyed world revived someone prevent world destroyed demon ha sealed one shrine maiden shion country demon ha two power one sealing demon predicting death human time mission guard predicts death way escape get away would leave unguarded demon whose goal kill thus meaning end world decides challenge prediction death,0,94.0,,634,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Marksman,634528,en,287.586,2021-01-15,7.1,950,"['Action', 'Thriller', 'Crime']",quiet life suddenly disturbed two people crossing border woman young son desperate flee cartel shootout leaf mother dead becomes boy reluctant defender embrace role protector stop nothing get safety go run relentless assassin,22039969,108.0,Justice comes down to him.,381,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apex,763164,en,401.393,2021-11-12,5.3,50,"['Action', 'Thriller', 'Science Fiction']",ex cop serving life sentence crime commit offered chance freedom survive deadly game six hunter pay pleasure hunting another human remote island accepts arrives hell break loose,0,108.0,The hunters will be hunted.,294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Wonder Woman 1984,464052,en,267.785,2020-12-16,6.6,6105,"['Action', 'Adventure', 'Fantasy']",botched store robbery place global battle powerful mysterious ancient force put power jeopardy,165160005,151.0,A new era of wonder begins.,144,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Un rescate de huevitos,573164,es,268.087,2021-08-12,8.1,256,"['Animation', 'Comedy']",rooster fowl partner embark dangerous trip recover stolen egg group russian goon,0,0.0,,130,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place Part II,520763,en,252.028,2021-05-21,7.7,3294,"['Science Fiction', 'Thriller', 'Horror']",following event home family face terror outside world venture unknown realize creature hunt sound threat lurk beyond sand path,297372261,97.0,Silence is not enough.,234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Malignant,619778,en,233.546,2021-09-01,7.1,979,"['Horror', 'Mystery', 'Thriller']",paralyzed shocking vision grisly murder torment worsens discovers waking dream fact terrifying reality mysterious tie past,24640084,112.0,A new vision of terror.,193,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Майор Гром: Чумной Доктор,529106,ru,248.521,2021-04-01,6.8,342,"['Action', 'Adventure']",skilled policeman known daring nature uncompromising attitude towards criminal kind strength analytical mind integrity quality make major grom perfect policeman working tirelessly always push meet challenge standing way,4493306,136.0,,345,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Dernier Mercenaire,729720,fr,265.12,2021-07-30,6.8,431,"['Action', 'Comedy']",mysterious former secret service agent must urgently return estranged son falsely accused arm drug trafficking government following blunder overzealous bureaucrat mafia operation,0,110.0,The daddy of all secret agents.,234,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Big Mouth,883648,en,239.444,2021-10-22,4.9,13,['Comedy'],kicked band home playful guitarist take refuge bookkeeper son dad possible make sweet music together,0,94.0,,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightbooks,739990,en,227.322,2021-09-15,6.6,183,"['Fantasy', 'Family', 'Horror']",alex boy obsessed scary story trapped witch modern magical apartment original hair raising tale thing keeping safe desperately try find way twisted place,0,103.0,Write for your life.,243,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
LEGO Star Wars Terrifying Tales,857702,en,242.303,2021-10-01,6.6,85,"['Family', 'Animation', 'Science Fiction', 'Comedy']",must face greedy crime bos ha purchased castle renovating galaxy first inclusive sith inspired luxury hotel,0,45.0,Rest in pieces.,197,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Philosopher's Stone,671,en,234.446,2001-11-16,7.9,21302,"['Adventure', 'Fantasy']",ha lived stair aunt uncle house whole life th birthday learns powerful wizard place waiting learns harness newfound power help school kindly headmaster truth parent death villain blame,976475550,152.0,Let the Magic Begin.,406,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spider-Man: Homecoming,315635,en,266.445,2017-07-05,7.4,17065,"['Action', 'Adventure', 'Science Fiction', 'Drama']",following event help mentor try balance life ordinary high school student fighting crime superhero alter ego new threat emerges,880166924,133.0,Homework can wait. The city can't.,289,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Muppets Haunted Mansion,826914,en,206.82,2021-10-08,6.9,86,"['Comedy', 'Family', 'TV Movie']",challenged spend one night night,0,52.0,Cue the light(ning)!,81,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jolt,617502,en,243.844,2021-07-15,6.8,753,"['Action', 'Comedy']",acid tongued woman rage issue control temper shocking electrode vest one day make connection give glimmer hope shock free future murdered launch revenge fueled rampage pursuit killer,0,91.0,You're in for a shock.,314,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: Far From Home,429617,en,273.535,2019-06-28,7.5,10893,"['Action', 'Adventure', 'Science Fiction']",friend go summer trip hardly able rest agree help uncover mystery creature cause natural disaster destruction throughout continent,1131927996,129.0,It’s time to step up.,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Werewolves Within,800497,en,225.012,2021-06-25,6.1,179,"['Comedy', 'Horror']",proposed pipeline creates hostility resident small town newly arrived forest ranger must keep peace snowstorm confines townspeople old lodge mysterious creature begin terrorizing group worst tendency prejudice rise surface ranger keep resident alive monster plague,250811,97.0,A whodunnit with teeth.,422,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
After,537915,en,239.301,2019-04-11,7.2,6704,"['Romance', 'Drama']",dedicated student dutiful daughter loyal girlfriend high school sweetheart first semester college guarded world open meet mysterious brooding rebel make question thought knew want life,69497587,106.0,"After your first, life is never the same.",333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BORUTO -NARUTO THE MOVIE-,347201,ja,229.477,2015-08-07,7.7,917,"['Animation', 'Action', 'Comedy']",spirited son skilled ninja posse brashness passion father constant absence father busy hokage duty put damper fire end meeting father friend request become apprentice curtain story new generation rise,40200000,95.0,Forge your own path.,400,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom & Jerry,587807,en,232.966,2021-02-11,7.1,1831,"['Comedy', 'Family', 'Animation']",cat mouse get kicked home relocate fancy hotel scrappy employee named lose job evict high class wedding hotel solution hiring get rid pesky mouse,132000000,101.0,Best of enemies. Worst of friends.,278,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spider-Man 3,559,en,236.031,2007-05-01,6.3,10473,"['Fantasy', 'Action', 'Adventure']",seemingly invincible spider man go new crop villain including shape shifting superpower altered alien organism alter ego deal nemesis also get caught love triangle,890871626,139.0,The battle within.,286,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
